,0
989,305.5
990,388.4875
991,740.4375
992,732.375
993,316.875
994,933.1875
995,1115.5
996,309.7375
997,420.1125
998,774
999,554.625
1000,161.575
1001,674.6
1002,467.75
1003,1204
1004,591.25
1005,457.975
1006,873.1875
1007,302.25
1008,360.9
1009,655.75
1010,718.1875
1011,959.75
1012,810.625
1013,453.375
1014,600.6875
1015,766.8125
1016,484.1125
1017,805.875
1018,295.15
1019,558.75
1020,375.5
1021,363.575
1022,743.5625
1023,1179.1875
1024,314.0625
1025,1278.0625
1026,427.5625
1027,393.125
1028,433.5625
1029,276.9625
1030,398.225
1031,714.1875
1032,455.1875
1033,323.5
1034,1063.5625
1035,486.2125
1036,425.375
1037,357.0625
1038,830.875
1039,372.25
1040,340.625
1041,652
1042,389.375
1043,782.775
1044,391.7
1045,519.5
1046,380
1047,605
1048,451.5625
1049,620.4375
1050,425.275
1051,878.875
1052,727.1875
1053,393.4625
1054,830
1055,274.5
1056,999.875
1057,329.625
1058,1257.625
1059,343.1625
1060,1071.8125
1061,338.525
1062,823.8125
1063,300.6625
1064,420.0125
1065,279.5875
1066,330.3125
1067,921.6875
1068,475.35
1069,357.9375
1070,372.43625
1071,174.4375
1072,362.7875
1073,302.3625
1074,292.47
1075,654.2875
1076,270.185
1077,267.8875
1078,284.475
1079,1133.625
1080,191.95
1081,298.8125
1082,426.75
1083,452.8125
1084,528.875
1085,294.55
1086,716.4375
1087,356.1875
1088,315.4375
1089,426
1090,293.075
1091,336.0625
1092,1347.875
1093,282.55
1094,651.0625
1095,894.25
1096,343.9625
1097,234.4375
1098,1618.75
1099,333.6875
1100,370.4625
1101,769.5
1102,283.8
1103,274.665
1104,356.625
1105,413.9375
1106,808.75
1107,293.9375
1108,1528.5625
1109,523.1875
1110,1328.9375
1111,398.85
1112,1629.3125
1113,325.5
1114,298.2725
1115,414.9375
1116,403.975
1117,885.125
1118,352.6875
1119,544.475
1120,241.25
1121,543.2875
1122,321.81625
1123,458.375
1124,1102.5625
1125,156.45
1126,407.5375
1127,339.9025
1128,370.1875
1129,310.5625
1130,371.3125
1131,801.875
1132,348.9
1133,621.4375
1134,664.0625
1135,871.25
1136,688.1875
1137,1238.875
1138,326.9375
1139,576.25
1140,330.8125
1141,511.0625
1142,855.4375
1143,328.0625
1144,230.8125
1145,747.25
1146,266.6125
1147,309.8
1148,477.9375
1149,1174.4375
1150,352.75
1151,396.125
1152,1286.6875
1153,765.5625
1154,888.6875
1155,2076.75
1156,363.3625
1157,1545.8125
1158,420.5
1159,425.0625
1160,353.8125
1161,248.275
1162,350.25
1163,379.9375
1164,1350
1165,331.875
1166,451
1167,265.0625
1168,474.9
1169,1279.25
1170,365.5625
1171,710.6875
1172,939.4375
1173,1254.8125
1174,1368.6875
1175,426.375
1176,1479.875
1177,1533.5625
1178,280.5
1179,685.9375
1180,335.2375
1181,709.6875
1182,332.725
1183,1392.15
1184,355.0375
1185,217.625
1186,312.6125
1187,694.3125
1188,415.3625
1189,361.5625
1190,1289.1875
1191,299.725
1192,429.6875
1193,619.0625
1194,172.0125
1195,342.25
1196,712.525
1197,388.25
1198,371.3625
1199,269.6875
1200,527.875
1201,575.4375
1202,345.875
1203,316.625
1204,851.9375
1205,785
1206,713.625
1207,483.6875
1208,318.975
1209,322.7
1210,275.875
1211,378.875
1212,414.625
1213,236.875
1214,307.8
1215,397.25
1216,713.375
1217,878.4625
1218,426.7375
1219,352.75
1220,344
1221,1157.6875
1222,850.975
1223,281.5625
1224,542.42875
1225,423.3125
1226,327.5625
1227,827.4375
1228,579.3375
1229,774
1230,410.5
1231,939.3
1232,1275.875
1233,478.5375
1234,1101.3125
1235,353.675
1236,567.775
1237,418.8125
1238,177.1375
1239,283.7875
1240,591.875
1241,451.6875
1242,972.375
1243,827.125
1244,1556.875
1245,964.1875
1246,897.4375
1247,541.9625
1248,656.1
1249,357.0625
1250,454.6875
1251,327.875
1252,329.375
1253,892.9375
1254,280.3875
1255,547.075
1256,454.5125
1257,980.25
1258,342.525
1259,588.5625
1260,312.2375
1261,1405.8125
1262,586.4375
1263,275.96
1264,526.3375
1265,655.8125
1266,890.5625
1267,336.625
1268,414.2375
1269,1738.6375
1270,1654.0875
1271,779.6875
1272,301.875
1273,379.625
1274,495.7125
1275,361.25
1276,199.9375
1277,391.9375
1278,615
1279,345.3125
1280,603.0625
1281,758.25
1282,332.6875
1283,308.6875
1284,661.25
1285,1445.4375
1286,1316.375
1287,332.225
1288,303.5
1289,650.875
1290,250.525
1291,1098.25
1292,1455.75
1293,313.625
1294,2034.9375
1295,1063.3125
1296,1338.5625
1297,821.5625
1298,661.0625
1299,797.6875
1300,353.025
1301,830.75
1302,285.5125
1303,470.6875
1304,395.9125
1305,241.85
1306,1015.75
1307,687.8125
1308,865.125
1309,886.75
1310,321.3125
1311,836
1312,354.125
1313,1492.1875
1314,290.975
1315,297.02
1316,441.625
1317,278.65
1318,1612.125
1319,1156.9375
1320,226.9375
1321,887.25
1322,344.3125
1323,1380.3125
1324,354.6625
1325,390.9625
1326,295.5125
1327,748.3125
1328,288.5625
1329,683.6875
1330,682.2125
1331,531.5625
1332,194.7625
1333,318.25
1334,272.95
1335,978.6875
1336,788.3125
1337,421.5
1338,718.0625
1339,934.75
1340,812.0625
1341,598.875
1342,1010.4375
1343,151.15
1344,689.0375
1345,359.0625
1346,1061.875
1347,1141.375
1348,609.6875
1349,1216.5625
1350,426.8125
1351,373.5
1352,650.3125
1353,1243.9375
1354,341.225
1355,879.125
1356,885.75
1357,424.875
1358,354.375
1359,243.5
1360,696.5
1361,1213.125
1362,257.125
1363,447.85
1364,344.8125
1365,324.5
1366,355.875
1367,477.9375
1368,461.95
1369,279.1125
1370,845.1875
1371,1221.5625
1372,737.2875
1373,213.125
1374,172.775
1375,429
1376,348.75
1377,320.125
1378,561.85
1379,589.75
1380,217.8375
1381,395.5625
1382,588.25
1383,335.0625
1384,298.6875
1385,362.87
1386,350.6875
1387,329.4375
1388,512.6875
1389,1187.5
1390,999.375
1391,332.7375
1392,990.625
1393,1074.5625
1394,339.5625
1395,303.3125
1396,316.75
1397,1444.4375
1398,791.875
1399,342.2375
1400,203.025
1401,364.5875
1402,1028.1875
1403,503.125
1404,965.5
1405,1611
1406,477.0625
1407,1013.875
1408,303
1409,594.0375
1410,367.6875
1411,456.125
1412,1394.875
1413,1283.0625
1414,264.55
1415,329.025
1416,823.25
1417,765.25
1418,343.9625
1419,896.3125
1420,1050.125
1421,755.4375
1422,728.5
1423,694.3125
1424,389.5
1425,380.375
1426,649.625
1427,238.0625
1428,2267.9375
1429,448.025
1430,670.875
1431,272.25
1432,328.875
1433,477.0625
1434,237.9375
1435,600.2125
1436,291.2125
1437,248.65
1438,1483.25
1439,1193.125
1440,659.9375
1441,1196.6875
1442,541.25
1443,681.735
1444,252.0125
1445,177.6
1446,245.45
1447,243.0875
1448,780.1625
1449,359.0625
1450,329.2125
1451,1319.125
1452,260.4375
1453,390
1454,696.1875
1455,478.25
1456,397.1875
1457,791.1875
1458,1626.4375
1459,649.4375
1460,1224.125
1461,578.4375
1462,1303.5
1463,654.5
1464,331.3125
1465,1612.5625
1466,289.25
1467,426.625
1468,846.5625
1469,514.875
1470,508
1471,289.42375
1472,829.0625
1473,1221.375
1474,551.6875
1475,322.5875
1476,436.1875
1477,320.375
1478,643.75
1479,1461.75
1480,742.75
1481,745.3125
1482,679.625
1483,366.75
1484,267.375
1485,723.775
1486,278.875
1487,1214.25
1488,411.5625
1489,410.6875
1490,1300.5
1491,353.0625
1492,811.8125
1493,471.125
1494,455.875
1495,451.375
1496,328.4375
1497,391.625
1498,302.9625
1499,1644.5625
1500,348.65
1501,323
1502,671.375
1503,320.625
1504,330.875
1505,326.9125
1506,337.875
1507,710.9375
1508,1035.25
1509,440.2125
1510,435.35
1511,759.5625
1512,907.8125
1513,1361.375
1514,298.2625
1515,694.75
1516,423.4375
1517,189.4625
1518,412.3125
1519,1711.4375
1520,345.5125
1521,219.1
1522,333.9375
1523,1036.125
1524,277.025
1525,775.875
1526,336.375
1527,223.6125
1528,339.6875
1529,622.6875
1530,1573.75
1531,332.375
1532,513.875
1533,353.5625
1534,273.675
1535,285.1875
1536,2264.25
1537,367.8375
1538,503.875
1539,356.1375
1540,988.875
1541,460.35
1542,752.25
1543,1504.875
1544,423.5
1545,379.3125
1546,143.5625
1547,353.775
1548,640.375
1549,872.8125
1550,309.2625
1551,1278.8125
1552,438.9
1553,288.825
1554,529.875
1555,313.25
1556,1124.0625
1557,1122.0625
1558,361.275
1559,768.5625
1560,1050.0625
1561,402.3125
1562,302.9375
1563,586.8125
1564,397.2625
1565,363.1875
1566,893.0375
1567,340.875
1568,326.575
1569,314
1570,423.4375
1571,436.875
1572,1260.875
1573,440.925
1574,768.5625
1575,201.6875
1576,800.75
1577,318.0625
1578,522.8125
1579,197.125
1580,524.825
1581,373.25
1582,365.875
1583,1762.1875
1584,399.0625
1585,493.75
1586,765.0625
1587,375.6875
1588,1188.25
1589,729.3125
1590,674.875
1591,316.05
1592,545.825
1593,347.225
1594,627.75
1595,383.55
1596,368.25
1597,198.15
1598,513.7375
1599,389.1375
1600,358.2375
1601,429.9375
1602,417.075
1603,591.85
1604,362.3675
1605,371.7125
1606,370.15
1607,1089.375
1608,307.3125
1609,718.5
1610,388.3875
1611,720.75
1612,380.75
1613,382
1614,1104.875
1615,1712.25
1616,670.25
1617,1305
1618,316.25
1619,777.6875
1620,999.5
1621,402.75
1622,779.125
1623,576.3125
1624,752.5625
1625,342.675
1626,378.875
1627,377.9625
1628,332.7125
1629,370.9375
1630,392.975
1631,1007
1632,391.6875
1633,327
1634,371.25375
1635,649.6875
1636,911.3125
1637,1471.8125
1638,326.3125
1639,1040.3125
1640,423.75
1641,611.0625
1642,313.74875
1643,411.7125
1644,611.5625
1645,567
1646,477.5625
1647,429.8125
1648,422
1649,1394.4375
1650,1303.375
1651,367.9375
1652,890.75
1653,1538.9375
1654,267.125
1655,180.0625
1656,613.625
1657,404.95
1658,890.9375
1659,1039.0625
1660,795.0625
1661,330.5625
1662,186
1663,1533.25
1664,344.75
1665,311.2125
1666,862.4375
1667,356.9375
1668,411
1669,348
1670,302.125
1671,294
1672,307
1673,711.4375
1674,320.25
1675,1350.3125
1676,487.5
1677,378.75
1678,1110.25
1679,412.075
1680,295.8
1681,664.125
1682,227.6375
1683,365.525
1684,291.85
1685,409.2375
1686,273.225
1687,358.1875
1688,365.1
1689,845.6875
1690,1472.1875
1691,560.375
1692,391.9375
1693,472.55
1694,335.8625
1695,1133.0625
1696,1611
1697,1058.625
1698,372.0625
1699,339.625
1700,317.9375
1701,194.375
1702,702.0625
1703,424.7875
1704,573.6875
1705,565.3125
1706,379.475
1707,765.125
1708,691.5
1709,625.6375
1710,254.85
1711,421.1875
1712,289.1875
1713,389.4375
1714,396.6875
1715,1298.5
1716,376
1717,871.1875
1718,327.0875
1719,276.3125
1720,496.4375
1721,335.5
1722,733.125
1723,374.3375
1724,980.0625
1725,1135.6875
1726,818.375
1727,393.5875
1728,425.675
1729,372.875
1730,1289.625
1731,1601.125
1732,364.1875
1733,589.3125
1734,302.125
1735,457.525
1736,1429.375
1737,315.1875
1738,349.675
1739,229.95
1740,1056.1875
1741,374.4375
1742,312.4375
1743,619.5625
1744,1226.3125
1745,1467.6875
1746,589.9375
1747,336.0625
1748,476.75
1749,660.6875
1750,1406.4375
1751,360
1752,273.0875
1753,1096.5
1754,344.3125
1755,488.42875
1756,841.3125
1757,911.625
1758,985.4375
1759,683.4375
1760,187.3125
1761,567.875
1762,303.5625
1763,380.125
1764,880.5625
1765,1527.125
1766,240.7125
1767,208.2125
1768,645.75
1769,382.75
1770,644.6
1771,2150.5625
1772,386.8125
1773,349.225
1774,723.3125
1775,1581.1875
1776,250.6625
1777,632.5
1778,1223.3125
1779,313.8125
1780,463.4375
1781,464.6625
1782,2149.125
1783,816.25
1784,824.25
1785,287.75
1786,261.84375
1787,704.125
1788,371.375
1789,246.4125
1790,323
1791,1139.6875
1792,574.875
1793,232.1875
1794,290.9625
1795,189.8125
1796,331.55
1797,396.2125
1798,2109.625
1799,473.9375
1800,1287
1801,1085.625
1802,1086.6875
1803,823.25
1804,419.8125
1805,407.8125
1806,309.4375
1807,231.875
1808,306.4375
1809,413.75
1810,443.1375
1811,841.5
1812,380.375
1813,856.5
1814,979.625
1815,553.1875
1816,323.1
1817,352.9625
1818,327
1819,2331.8125
1820,477.9625
1821,899.9375
1822,716.3125
1823,377.9375
1824,425.6875
1825,247.76625
1826,690.6875
1827,368
1828,716.9375
1829,865.075
1830,323.5625
1831,744.875
1832,1268.875
1833,347.1375
1834,397.1875
1835,1491.125
1836,783.25
1837,508.7125
1838,394.625
1839,382.125
1840,306
1841,298.4875
1842,906.6875
1843,594
1844,660.8125
1845,773.5625
1846,735.25
1847,380.3375
1848,367.3125
1849,376.4375
1850,359.1375
1851,215.75
1852,659.6875
1853,829.0625
1854,359.8125
1855,394.75
1856,383.5
1857,284.0875
1858,313.725
1859,220.525
1860,548.5
1861,937.75
1862,1328
1863,811.125
1864,220.125
1865,257.05
1866,434.325
1867,245.825
1868,373.525
1869,583.6875
1870,333.25
1871,721.7875
1872,1001.8125
1873,262.2375
1874,316.1
1875,513.0375
1876,599.625
1877,1346.375
1878,337.125
1879,854.9375
1880,1126.3125
1881,1434.5
1882,875.75
1883,693.5
1884,1118.8125
1885,724.25
1886,901.5625
1887,401.2625
1888,300.3375
1889,198.8125
1890,465.0625
1891,414.5625
1892,1245.0625
1893,313.375
1894,847
1895,392.1875
1896,627.8125
1897,698.0625
1898,1052.1875
1899,1403.6875
1900,481.75
1901,316.75
1902,420.375
1903,611.6875
1904,1113.8125
1905,254.6625
1906,354.65
1907,1340.125
1908,1074.8125
1909,1403.375
1910,405.8
1911,274.8125
1912,1055.1875
1913,203.625
1914,308.525
1915,394.6875
1916,344.875
1917,265.1875
1918,352.9375
1919,1136.875
1920,721.25
1921,148.1
1922,535.625
1923,293.25
1924,596.9
1925,467.275
1926,303.7
1927,827.25
1928,728.125
1929,452.6875
1930,1111.1875
1931,794.1875
1932,236.1875
1933,664.4375
1934,1102.5
1935,900.0625
1936,1029.0625
1937,320.5
1938,1415.1875
1939,1455.125
1940,1388.5
1941,868.4375
1942,554.1125
1943,479.9375
1944,737.625
1945,590.5625
1946,772.125
1947,384.8375
1948,347.775
1949,955.875
1950,723.6875
1951,396.375
1952,649.4375
1953,402.75
1954,597.6625
1955,470.9375
1956,455.625
1957,570.125
1958,320.7
1959,399.5625
1960,275.1625
1961,585.3125
1962,633.3125
1963,211.1375
1964,727.1875
1965,428.4375
1966,1303.125
1967,480.5625
1968,317.1875
1969,311.5
1970,297.8125
1971,644.625
1972,406.6875
1973,261.175
1974,559.125
1975,387.9375
1976,2113.75
1977,969.8125
1978,535.3125
1979,317.375
1980,653.9625
1981,312.3125
